decaimiento (us);evento;evento restado
40006;1708013290;54820
40005;1708013291;54821
40007;1708013292;54822
40003;1708013293;54823
40004;1708013294;54824
40006;1708013295;54825
40010;1708013296;54826
40005;1708013297;54827
40004;1708013298;54828
40003;1708013299;54829
40002;1708013300;54830
40001;1708013301;54831
40008;1708013302;54832
40007;1708013303;54833
40010;1708013304;54834
40007;1708013305;54835
40002;1708013306;54836
40008;1708013307;54837
40005;1708013308;54838
40003;1708013309;54839
40007;1708013310;54840
40003;1708013311;54841
40003;1708013312;54842
40003;1708013313;54843
40004;1708013314;54844
40006;1708013315;54845
40003;1708013316;54846
40002;1708013317;54847
40002;1708013318;54848
40003;1708013319;54849
40005;1708013320;54850
40005;1708013321;54851
40003;1708013322;54852
40006;1708013323;54853
40004;1708013324;54854
40005;1708013325;54855
40006;1708013326;54856
40003;1708013327;54857
40004;1708013328;54858
40003;1708013329;54859
40003;1708013331;54861
40004;1708013332;54862
40004;1708013333;54863
40004;1708013334;54864
40004;1708013335;54865
40004;1708013336;54866
40006;1708013337;54867
40008;1708013338;54868
40005;1708013339;54869
40004;1708013340;54870
40005;1708013341;54871
40004;1708013342;54872
40006;1708013343;54873
40004;1708013344;54874
40000;1708013345;54875
40003;1708013346;54876
40004;1708013347;54877
40003;1708013348;54878
40004;1708013349;54879
40004;1708013350;54880
40006;1708013351;54881
40007;1708013352;54882
40003;1708013353;54883
40006;1708013354;54884
40001;1708013355;54885
40002;1708013356;54886
40003;1708013357;54887
40004;1708013358;54888
40006;1708013359;54889
40003;1708013360;54890
40000;1708013361;54891
40001;1708013362;54892
40005;1708013363;54893
40003;1708013364;54894
40004;1708013365;54895
40002;1708013366;54896
40004;1708013367;54897
40007;1708013368;54898
40004;1708013369;54899
40002;1708013370;54900
40003;1708013371;54901
40003;1708013372;54902
40002;1708013373;54903
40005;1708013374;54904
40005;1708013375;54905
40003;1708013376;54906
40003;1708013377;54907
40002;1708013378;54908
40005;1708013379;54909
40004;1708013380;54910
40003;1708013381;54911
40008;1708013382;54912
40003;1708013383;54913
40003;1708013384;54914
40003;1708013385;54915
40004;1708013386;54916
40005;1708013387;54917
40001;1708013388;54918
40005;1708013389;54919
40001;1708013390;54920
40001;1708013391;54921
40004;1708013392;54922
40005;1708013393;54923
40005;1708013394;54924
40006;1708013395;54925
40004;1708013396;54926
40005;1708013397;54927
40001;1708013398;54928
1020;1708013398;54928
40005;1708013399;54929
40004;1708013400;54930
40003;1708013401;54931
40003;1708013402;54932
40002;1708013403;54933
40006;1708013404;54934
40006;1708013405;54935
40004;1708013406;54936
40004;1708013407;54937
40002;1708013408;54938
40005;1708013409;54939
40004;1708013410;54940
40001;1708013411;54941
40004;1708013412;54942
40009;1708013413;54943
40005;1708013414;54944
40002;1708013415;54945
40005;1708013416;54946
40002;1708013417;54947
40005;1708013418;54948
40002;1708013419;54949
40002;1708013420;54950
40001;1708013421;54951
40003;1708013422;54952
40005;1708013423;54953
40005;1708013424;54954
40006;1708013425;54955
40001;1708013426;54956
40005;1708013427;54957
40004;1708013428;54958
40003;1708013429;54959
40007;1708013430;54960
40002;1708013431;54961
40009;1708013432;54962
40003;1708013433;54963
40009;1708013434;54964
40004;1708013435;54965
40001;1708013436;54966
40003;1708013437;54967
40003;1708013438;54968
40005;1708013439;54969
40008;1708013440;54970
40004;1708013441;54971
40002;1708013442;54972
40005;1708013443;54973
40007;1708013444;54974
40010;1708013445;54975
40002;1708013446;54976
40005;1708013447;54977
40003;1708013448;54978
40008;1708013449;54979
360;1708013450;54980
40010;1708013450;54980
40005;1708013451;54981
40003;1708013452;54982
40004;1708013453;54983
40006;1708013454;54984
40006;1708013455;54985
40005;1708013456;54986
40003;1708013457;54987
40006;1708013458;54988
40008;1708013459;54989
40004;1708013460;54990
40003;1708013461;54991
40004;1708013462;54992
40002;1708013463;54993
40004;1708013464;54994
40003;1708013465;54995
40005;1708013466;54996
40004;1708013467;54997
40002;1708013468;54998
40001;1708013469;54999
40007;1708013470;55000
40002;1708013471;55001
40002;1708013472;55002
40003;1708013473;55003
40004;1708013474;55004
40006;1708013475;55005
3140;1708013475;55005
40003;1708013476;55006
40007;1708013477;55007
40001;1708013478;55008
40008;1708013479;55009
40001;1708013480;55010
40005;1708013481;55011
40002;1708013482;55012
40003;1708013483;55013
40000;1708013484;55014
40002;1708013485;55015
40002;1708013486;55016
40008;1708013487;55017
40003;1708013488;55018
40002;1708013489;55019
40007;1708013490;55020
40006;1708013491;55021
40001;1708013492;55022
40003;1708013493;55023
40006;1708013494;55024
40005;1708013495;55025
40004;1708013496;55026
40004;1708013497;55027
40006;1708013498;55028
40007;1708013499;55029
40006;1708013500;55030
40005;1708013501;55031
40004;1708013502;55032
40004;1708013503;55033
40004;1708013504;55034
260;1708013504;55034
40005;1708013505;55035
40009;1708013506;55036
40005;1708013507;55037
40002;1708013508;55038
40004;1708013509;55039
40007;1708013510;55040
40004;1708013511;55041
40004;1708013512;55042
40003;1708013513;55043
40003;1708013514;55044
40005;1708013515;55045
40003;1708013516;55046
40001;1708013517;55047
40001;1708013518;55048
40002;1708013519;55049
40007;1708013520;55050
2120;1708013521;55051
40002;1708013521;55051
40001;1708013522;55052
40010;1708013523;55053
40008;1708013524;55054
40007;1708013525;55055
40002;1708013526;55056
40002;1708013527;55057
40007;1708013528;55058
40006;1708013529;55059
40002;1708013530;55060
40002;1708013531;55061
40003;1708013532;55062
40005;1708013533;55063
40003;1708013534;55064
40003;1708013535;55065
40001;1708013536;55066
40003;1708013537;55067
40006;1708013538;55068
40003;1708013539;55069
40007;1708013540;55070
40007;1708013541;55071
40006;1708013542;55072
40006;1708013543;55073
40005;1708013544;55074
40005;1708013545;55075
40007;1708013546;55076
40007;1708013547;55077
40004;1708013548;55078
40004;1708013549;55079
40009;1708013550;55080
40001;1708013551;55081
40006;1708013552;55082
40007;1708013553;55083
40004;1708013554;55084
40006;1708013555;55085
40003;1708013556;55086
40003;1708013557;55087
40005;1708013558;55088
40007;1708013559;55089
40005;1708013560;55090
40003;1708013561;55091
40005;1708013562;55092
40008;1708013563;55093
40005;1708013564;55094
40007;1708013565;55095
40004;1708013566;55096
40003;1708013567;55097
40003;1708013568;55098
40005;1708013569;55099
40001;1708013570;55100
40007;1708013571;55101
40004;1708013572;55102
40007;1708013573;55103
40001;1708013574;55104
40005;1708013575;55105
40005;1708013576;55106
40001;1708013577;55107
40006;1708013578;55108
40005;1708013579;55109
40004;1708013580;55110
40005;1708013581;55111
40006;1708013582;55112
40002;1708013583;55113
40006;1708013584;55114
40006;1708013585;55115
40006;1708013586;55116
40007;1708013587;55117
40004;1708013588;55118
40003;1708013589;55119
40002;1708013590;55120
40006;1708013591;55121
40006;1708013592;55122
40005;1708013593;55123
40003;1708013594;55124
40003;1708013595;55125
40004;1708013596;55126
40008;1708013597;55127
40004;1708013598;55128
40005;1708013599;55129
40009;1708013600;55130
40005;1708013601;55131
40004;1708013602;55132
40005;1708013603;55133
40004;1708013604;55134
40004;1708013605;55135
40003;1708013606;55136
40003;1708013607;55137
40004;1708013608;55138
40004;1708013609;55139
40004;1708013610;55140
40002;1708013611;55141
40001;1708013612;55142
40002;1708013613;55143
40003;1708013614;55144
40006;1708013615;55145
40006;1708013616;55146
40006;1708013617;55147
40001;1708013618;55148
40004;1708013619;55149
40005;1708013620;55150
40004;1708013621;55151
40006;1708013622;55152
40003;1708013623;55153
40005;1708013624;55154
40004;1708013625;55155
40004;1708013626;55156
40005;1708013627;55157
40003;1708013628;55158
40008;1708013629;55159
40003;1708013630;55160
40002;1708013631;55161
40002;1708013632;55162
40005;1708013633;55163
40002;1708013634;55164
40003;1708013635;55165
40007;1708013636;55166
40004;1708013637;55167
40005;1708013638;55168
40005;1708013639;55169
40002;1708013640;55170
40004;1708013641;55171
40004;1708013642;55172
40003;1708013643;55173
40004;1708013644;55174
40005;1708013645;55175
40004;1708013646;55176
40008;1708013647;55177
40004;1708013648;55178
40011;1708013649;55179
40005;1708013650;55180
40003;1708013651;55181
40004;1708013652;55182
40010;1708013653;55183
40003;1708013654;55184
40003;1708013655;55185
40002;1708013656;55186
40012;1708013657;55187
40004;1708013658;55188
40006;1708013659;55189
40005;1708013660;55190
40004;1708013661;55191
40008;1708013662;55192
40005;1708013663;55193
40010;1708013664;55194
40004;1708013665;55195
40006;1708013666;55196
40003;1708013667;55197
40004;1708013668;55198
40006;1708013669;55199
40006;1708013670;55200
40004;1708013671;55201
40003;1708013672;55202
40007;1708013673;55203
40003;1708013674;55204
40011;1708013675;55205
40005;1708013676;55206
40001;1708013677;55207
40002;1708013678;55208
40004;1708013679;55209
40003;1708013680;55210
40004;1708013681;55211
40003;1708013682;55212
40007;1708013683;55213
40004;1708013684;55214
40003;1708013685;55215
40004;1708013686;55216
40003;1708013687;55217
40004;1708013688;55218
40004;1708013689;55219
40007;1708013690;55220
40003;1708013691;55221
40003;1708013692;55222
40002;1708013693;55223
40002;1708013694;55224
40006;1708013695;55225
40005;1708013696;55226
40005;1708013697;55227
40004;1708013698;55228
40009;1708013699;55229
40004;1708013700;55230
40005;1708013701;55231
40007;1708013702;55232
40005;1708013703;55233
40001;1708013704;55234
40007;1708013705;55235
40003;1708013706;55236
40004;1708013707;55237
40003;1708013708;55238
40002;1708013709;55239
40002;1708013710;55240
40005;1708013711;55241
40006;1708013712;55242
40005;1708013713;55243
40006;1708013714;55244
40004;1708013715;55245
40006;1708013716;55246
40004;1708013717;55247
40003;1708013718;55248
40002;1708013719;55249
40002;1708013720;55250
40004;1708013721;55251
40003;1708013722;55252
40005;1708013723;55253
40003;1708013724;55254
40002;1708013725;55255
40002;1708013726;55256
40003;1708013727;55257
40005;1708013728;55258
40003;1708013729;55259
3840;1708013730;55260
40003;1708013730;55260
40004;1708013731;55261
40002;1708013732;55262
40004;1708013733;55263
40005;1708013734;55264
40005;1708013735;55265
40004;1708013736;55266
40004;1708013737;55267
40001;1708013738;55268
40005;1708013739;55269
40009;1708013740;55270
920;1708013741;55271
40007;1708013741;55271
40004;1708013742;55272
40007;1708013743;55273
40001;1708013744;55274
40006;1708013745;55275
40000;1708013746;55276
40005;1708013747;55277
40000;1708013748;55278
40005;1708013749;55279
40002;1708013750;55280
40005;1708013751;55281
40002;1708013752;55282
40005;1708013753;55283
40001;1708013754;55284
40000;1708013755;55285
40004;1708013756;55286
40003;1708013757;55287
40005;1708013758;55288
40003;1708013760;55290
40005;1708013761;55291
40004;1708013762;55292
40004;1708013763;55293
40006;1708013764;55294
40005;1708013765;55295
2920;1708013765;55295
40006;1708013766;55296
40006;1708013767;55297
40006;1708013768;55298
40005;1708013769;55299
40005;1708013770;55300
40006;1708013771;55301
40007;1708013772;55302
40006;1708013773;55303
40005;1708013774;55304
40002;1708013775;55305
40001;1708013776;55306
40004;1708013777;55307
40005;1708013778;55308
40003;1708013779;55309
40003;1708013780;55310
40004;1708013781;55311
40005;1708013782;55312
40006;1708013783;55313
40004;1708013784;55314
40001;1708013785;55315
40005;1708013786;55316
40006;1708013787;55317
40005;1708013788;55318
40001;1708013789;55319
1280;1708013789;55319
40009;1708013790;55320
40006;1708013791;55321
40004;1708013792;55322
40001;1708013793;55323
40002;1708013794;55324
40005;1708013795;55325
40005;1708013796;55326
40006;1708013797;55327
40001;1708013798;55328
40004;1708013799;55329
40003;1708013800;55330
40007;1708013801;55331
40004;1708013802;55332
40003;1708013803;55333
40008;1708013804;55334
760;1708013804;55334
40004;1708013805;55335
40007;1708013806;55336
40006;1708013807;55337
4080;1708013807;55337
40006;1708013808;55338
40005;1708013809;55339
1760;1708013809;55339
40004;1708013810;55340
1520;1708013810;55340
40006;1708013811;55341
40002;1708013812;55342
40009;1708013813;55343
40004;1708013814;55344
40005;1708013815;55345
40004;1708013816;55346
40003;1708013817;55347
40004;1708013818;55348
40002;1708013819;55349
40005;1708013820;55350
40004;1708013821;55351
40007;1708013822;55352
40002;1708013823;55353
40005;1708013824;55354
40002;1708013825;55355
40005;1708013826;55356
40003;1708013827;55357
40003;1708013828;55358
40006;1708013829;55359
40005;1708013830;55360
40003;1708013831;55361
40005;1708013832;55362
40003;1708013833;55363
40005;1708013834;55364
40003;1708013835;55365
40004;1708013836;55366
40002;1708013837;55367
40005;1708013838;55368
40003;1708013839;55369
40007;1708013840;55370
40001;1708013841;55371
40006;1708013842;55372
40007;1708013843;55373
40005;1708013844;55374
40004;1708013845;55375
40002;1708013846;55376
40002;1708013847;55377
40004;1708013848;55378
40006;1708013849;55379
40009;1708013850;55380
40004;1708013851;55381
40004;1708013852;55382
40004;1708013853;55383
40006;1708013854;55384
40003;1708013855;55385
40001;1708013856;55386
40005;1708013857;55387
40004;1708013858;55388
40003;1708013859;55389
40005;1708013860;55390
40003;1708013861;55391
40004;1708013862;55392
40004;1708013863;55393
40002;1708013864;55394
40006;1708013865;55395
40004;1708013866;55396
40005;1708013867;55397
40003;1708013868;55398
40005;1708013869;55399
40006;1708013870;55400
40005;1708013871;55401
40005;1708013872;55402
40006;1708013873;55403
40001;1708013874;55404
40002;1708013875;55405
40004;1708013876;55406
40007;1708013877;55407
40000;1708013878;55408
40003;1708013879;55409
40002;1708013880;55410
40008;1708013881;55411
40007;1708013882;55412
40005;1708013883;55413
40004;1708013884;55414
40004;1708013885;55415
40005;1708013886;55416
40003;1708013887;55417
40002;1708013888;55418
40005;1708013889;55419
40005;1708013890;55420
40005;1708013891;55421
40003;1708013892;55422
40004;1708013893;55423
40003;1708013894;55424
40003;1708013895;55425
40004;1708013896;55426
40004;1708013897;55427
40003;1708013898;55428
40006;1708013899;55429
40002;1708013900;55430
40004;1708013901;55431
40002;1708013902;55432
40005;1708013903;55433
40004;1708013904;55434
40006;1708013905;55435
40003;1708013906;55436
40005;1708013907;55437
40005;1708013908;55438
40002;1708013909;55439
40006;1708013910;55440
40005;1708013911;55441
40002;1708013912;55442
40007;1708013913;55443
40005;1708013914;55444
40004;1708013915;55445
40001;1708013916;55446
40004;1708013917;55447
40003;1708013918;55448
40004;1708013919;55449
40003;1708013920;55450
40003;1708013921;55451
40003;1708013922;55452
40002;1708013923;55453
40005;1708013924;55454
40002;1708013925;55455
40006;1708013926;55456
40002;1708013927;55457
40006;1708013928;55458
40005;1708013929;55459
40003;1708013930;55460
40004;1708013931;55461
40003;1708013932;55462
40005;1708013933;55463
40003;1708013934;55464
40004;1708013935;55465
40005;1708013936;55466
40006;1708013937;55467
40004;1708013938;55468
40003;1708013939;55469
40006;1708013940;55470
40003;1708013941;55471
40005;1708013942;55472
40004;1708013943;55473
40004;1708013944;55474
40007;1708013945;55475
40002;1708013946;55476
40004;1708013947;55477
40007;1708013948;55478
40003;1708013949;55479
40007;1708013950;55480
40006;1708013951;55481
40003;1708013952;55482
40004;1708013953;55483
40004;1708013954;55484
5360;1708013954;55484
40004;1708013955;55485
40002;1708013956;55486
40001;1708013957;55487
40005;1708013958;55488
40005;1708013959;55489
40003;1708013960;55490
40002;1708013961;55491
40002;1708013962;55492
40005;1708013963;55493
40007;1708013964;55494
40004;1708013965;55495
40004;1708013966;55496
40001;1708013967;55497
40008;1708013968;55498
40003;1708013969;55499
40005;1708013970;55500
40004;1708013971;55501
40004;1708013972;55502
40003;1708013973;55503
40004;1708013974;55504
40005;1708013975;55505
980;1708013976;55506
40009;1708013976;55506
40004;1708013977;55507
40003;1708013978;55508
40007;1708013979;55509
40001;1708013980;55510
40000;1708013981;55511
5740;1708013981;55511
40011;1708013982;55512
40004;1708013983;55513
40005;1708013984;55514
40002;1708013985;55515
40005;1708013986;55516
40001;1708013987;55517
40002;1708013988;55518
40005;1708013989;55519
40009;1708013990;55520
40001;1708013991;55521
40001;1708013992;55522
40003;1708013993;55523
40001;1708013994;55524
40003;1708013995;55525
40006;1708013996;55526
40006;1708013997;55527
40006;1708013998;55528
40006;1708013999;55529
40005;1708014000;55530
40000;1708014001;55531
40004;1708014002;55532
40002;1708014003;55533
40004;1708014004;55534
4940;1708014004;55534
40004;1708014005;55535
40003;1708014006;55536
40000;1708014007;55537
40007;1708014008;55538
40003;1708014009;55539
40004;1708014010;55540
40005;1708014011;55541
40005;1708014012;55542
40006;1708014013;55543
40004;1708014014;55544
40007;1708014015;55545
40003;1708014016;55546
40001;1708014017;55547
3340;1708014018;55548
40010;1708014018;55548
40008;1708014019;55549
40006;1708014020;55550
40005;1708014021;55551
40005;1708014022;55552
40003;1708014023;55553
40004;1708014024;55554
40004;1708014025;55555
40004;1708014026;55556
40006;1708014027;55557
40005;1708014028;55558
40007;1708014029;55559
40002;1708014030;55560
40003;1708014031;55561
40000;1708014032;55562
40002;1708014033;55563
40007;1708014034;55564
40003;1708014035;55565
40002;1708014036;55566
40002;1708014037;55567
40005;1708014038;55568
40006;1708014039;55569
760;1708014039;55569
40005;1708014040;55570
7960;1708014041;55571
40006;1708014041;55571
40004;1708014042;55572
40001;1708014043;55573
40004;1708014044;55574
160;1708014045;55575
40007;1708014045;55575
40003;1708014046;55576
40003;1708014047;55577
40007;1708014048;55578
40003;1708014049;55579
40004;1708014050;55580
40002;1708014051;55581
40005;1708014052;55582
40005;1708014053;55583
40006;1708014054;55584
40006;1708014055;55585
40005;1708014056;55586
40006;1708014057;55587
40005;1708014058;55588
40002;1708014059;55589
40004;1708014060;55590
40009;1708014061;55591
40005;1708014062;55592
40007;1708014063;55593
40007;1708014064;55594
40002;1708014065;55595
40006;1708014066;55596
40005;1708014067;55597
40006;1708014068;55598
40003;1708014069;55599
40001;1708014070;55600
40003;1708014071;55601
40003;1708014072;55602
40003;1708014073;55603
40002;1708014074;55604
40006;1708014075;55605
40004;1708014076;55606
40005;1708014077;55607
40003;1708014078;55608
40005;1708014079;55609
40004;1708014080;55610
40004;1708014081;55611
40004;1708014082;55612
40005;1708014083;55613
40008;1708014084;55614
40005;1708014085;55615
40009;1708014086;55616
40004;1708014087;55617
40002;1708014088;55618
40004;1708014089;55619
40003;1708014090;55620
40003;1708014091;55621
40005;1708014092;55622
40004;1708014093;55623
40004;1708014094;55624
40005;1708014095;55625
40003;1708014096;55626
40005;1708014097;55627
40003;1708014098;55628
40002;1708014099;55629
40001;1708014100;55630
40007;1708014101;55631
40001;1708014102;55632
40004;1708014103;55633
40003;1708014104;55634
40005;1708014105;55635
40007;1708014106;55636
40005;1708014107;55637
40003;1708014108;55638
40005;1708014109;55639
40005;1708014110;55640
40006;1708014111;55641
40013;1708014112;55642
40001;1708014113;55643
40007;1708014114;55644
40008;1708014115;55645
40001;1708014116;55646
40006;1708014117;55647
40003;1708014118;55648
40002;1708014119;55649
40004;1708014120;55650
40004;1708014121;55651
40005;1708014122;55652
40006;1708014123;55653
40008;1708014124;55654
40004;1708014125;55655
40002;1708014126;55656
40005;1708014127;55657
40006;1708014128;55658
40003;1708014129;55659
40004;1708014130;55660
40005;1708014131;55661
40005;1708014132;55662
40009;1708014133;55663
40002;1708014134;55664
40005;1708014135;55665
40003;1708014136;55666
40006;1708014137;55667
40005;1708014138;55668
40006;1708014139;55669
40001;1708014140;55670
40003;1708014141;55671
40004;1708014142;55672
40010;1708014143;55673
40008;1708014144;55674
40001;1708014145;55675
40006;1708014146;55676
40004;1708014147;55677
40005;1708014148;55678
40004;1708014149;55679
40004;1708014150;55680
1480;1708014151;55681
40008;1708014151;55681
40004;1708014152;55682
40004;1708014153;55683
40003;1708014154;55684
40003;1708014155;55685
40004;1708014156;55686
40003;1708014157;55687
40006;1708014158;55688
40007;1708014159;55689
40001;1708014160;55690
40007;1708014161;55691
40006;1708014162;55692
40002;1708014163;55693
40005;1708014164;55694
40006;1708014165;55695
40001;1708014166;55696
40007;1708014167;55697
40012;1708014168;55698
40006;1708014169;55699
40006;1708014170;55700
40004;1708014171;55701
40003;1708014172;55702
40005;1708014173;55703
40006;1708014174;55704
40004;1708014175;55705
40002;1708014176;55706
40003;1708014177;55707
40004;1708014178;55708
40004;1708014179;55709
40004;1708014180;55710
40007;1708014181;55711
40003;1708014182;55712
40004;1708014183;55713
40004;1708014184;55714
40006;1708014185;55715
40003;1708014186;55716
40002;1708014187;55717
40004;1708014188;55718
40002;1708014189;55719
40004;1708014190;55720
40004;1708014192;55722
40006;1708014193;55723
40003;1708014194;55724
40003;1708014195;55725
40001;1708014196;55726
40002;1708014197;55727
40005;1708014198;55728
40003;1708014199;55729
40004;1708014200;55730
40007;1708014201;55731
40006;1708014202;55732
40004;1708014203;55733
40002;1708014204;55734
40003;1708014205;55735
40005;1708014206;55736
40002;1708014207;55737
40000;1708014208;55738
40003;1708014209;55739
40007;1708014210;55740
40003;1708014211;55741
40006;1708014212;55742
40005;1708014213;55743
40006;1708014214;55744
40005;1708014215;55745
40005;1708014216;55746
40003;1708014217;55747
40005;1708014218;55748
40004;1708014219;55749
40005;1708014220;55750
40005;1708014221;55751
2160;1708014221;55751
40004;1708014222;55752
40003;1708014223;55753
40003;1708014224;55754
40006;1708014225;55755
40004;1708014226;55756
40002;1708014227;55757
40002;1708014228;55758
40006;1708014229;55759
40002;1708014230;55760
40005;1708014231;55761
40007;1708014232;55762
40008;1708014233;55763
40005;1708014234;55764
40005;1708014235;55765
40006;1708014236;55766
40006;1708014237;55767
40002;1708014238;55768
40003;1708014239;55769
40005;1708014240;55770
40004;1708014241;55771
40005;1708014242;55772
40003;1708014243;55773
40004;1708014244;55774
40005;1708014245;55775
40004;1708014246;55776
40003;1708014247;55777
40004;1708014248;55778
40006;1708014249;55779
440;1708014249;55779
40004;1708014250;55780
40006;1708014251;55781
40007;1708014252;55782
40006;1708014253;55783
40005;1708014254;55784
40005;1708014255;55785
40003;1708014256;55786
40009;1708014257;55787
40005;1708014258;55788
40005;1708014259;55789
40007;1708014260;55790
40003;1708014261;55791
40008;1708014262;55792
40005;1708014263;55793
40003;1708014264;55794
40003;1708014265;55795
40003;1708014266;55796
40008;1708014267;55797
40003;1708014268;55798
40003;1708014269;55799
40003;1708014270;55800
40002;1708014271;55801
40004;1708014272;55802
40002;1708014273;55803
40004;1708014274;55804
40004;1708014275;55805
40007;1708014276;55806
40006;1708014277;55807
40008;1708014278;55808
40002;1708014279;55809
40006;1708014280;55810
40003;1708014281;55811
40008;1708014282;55812
40000;1708014283;55813
40008;1708014284;55814
40002;1708014285;55815
40005;1708014286;55816
40003;1708014287;55817
40002;1708014288;55818
40004;1708014289;55819
40002;1708014290;55820
40000;1708014291;55821
40001;1708014292;55822
40006;1708014293;55823
40002;1708014294;55824
40002;1708014295;55825
40003;1708014296;55826
40005;1708014297;55827
40003;1708014298;55828
40007;1708014299;55829
40005;1708014300;55830
40002;1708014301;55831
40003;1708014302;55832
40004;1708014303;55833
40002;1708014304;55834
40005;1708014305;55835
40003;1708014306;55836
40002;1708014307;55837
40005;1708014308;55838
40007;1708014309;55839
40004;1708014310;55840
40001;1708014311;55841
40002;1708014312;55842
40005;1708014313;55843
40006;1708014314;55844
40004;1708014315;55845
40008;1708014316;55846
40002;1708014317;55847
40002;1708014318;55848
40006;1708014319;55849
40002;1708014320;55850
40004;1708014321;55851
40002;1708014322;55852
40007;1708014323;55853
40002;1708014324;55854
40002;1708014325;55855
40003;1708014326;55856
40005;1708014327;55857
40004;1708014328;55858
40004;1708014329;55859
1580;1708014329;55859
40004;1708014330;55860
40000;1708014331;55861
40004;1708014332;55862
40005;1708014333;55863
40007;1708014334;55864
40006;1708014335;55865
40004;1708014336;55866
40001;1708014337;55867
40002;1708014338;55868
40003;1708014339;55869
40005;1708014340;55870
40003;1708014341;55871
40005;1708014342;55872
40006;1708014343;55873
40003;1708014344;55874
40003;1708014345;55875
40002;1708014346;55876
40007;1708014347;55877
40009;1708014348;55878
40005;1708014349;55879
40008;1708014350;55880
40004;1708014351;55881
3840;1708014351;55881
1740;1708014352;55882
40003;1708014352;55882
40005;1708014353;55883
40009;1708014354;55884
40000;1708014355;55885
40003;1708014356;55886
40007;1708014357;55887
40003;1708014358;55888
40003;1708014359;55889
40006;1708014360;55890
40006;1708014361;55891
40005;1708014362;55892
40005;1708014363;55893
40005;1708014364;55894
40003;1708014365;55895
40002;1708014366;55896
40003;1708014367;55897
40004;1708014368;55898
40002;1708014369;55899
40003;1708014370;55900
40004;1708014371;55901
40002;1708014372;55902
40003;1708014373;55903
40002;1708014374;55904
40005;1708014375;55905
40007;1708014376;55906
40003;1708014377;55907
40003;1708014378;55908
40005;1708014379;55909
40005;1708014380;55910
40002;1708014381;55911
40003;1708014382;55912
40000;1708014383;55913
40003;1708014384;55914
40004;1708014385;55915
40004;1708014386;55916
40005;1708014387;55917
40006;1708014388;55918
40005;1708014389;55919
40002;1708014390;55920
40002;1708014391;55921
40004;1708014392;55922
40003;1708014393;55923
40003;1708014394;55924
40002;1708014395;55925
40005;1708014396;55926
40003;1708014397;55927
40003;1708014398;55928
40001;1708014399;55929
40004;1708014400;55930
40004;1708014401;55931
40002;1708014402;55932
40003;1708014403;55933
40002;1708014404;55934
40002;1708014405;55935
40003;1708014406;55936
40003;1708014407;55937
40003;1708014408;55938
40002;1708014409;55939
40003;1708014410;55940
40006;1708014411;55941
40002;1708014412;55942
40004;1708014413;55943
40004;1708014414;55944
40002;1708014415;55945
40004;1708014416;55946
40006;1708014417;55947
40005;1708014418;55948
40005;1708014419;55949
40003;1708014420;55950
40006;1708014421;55951
40004;1708014422;55952
40006;1708014423;55953
40005;1708014424;55954
40002;1708014425;55955
40003;1708014426;55956
40009;1708014427;55957
40002;1708014428;55958
40013;1708014429;55959
40005;1708014430;55960
40001;1708014431;55961
40002;1708014432;55962
40004;1708014433;55963
40003;1708014434;55964
40003;1708014435;55965
40004;1708014436;55966
40005;1708014437;55967
40006;1708014438;55968
40005;1708014439;55969
40005;1708014440;55970
40001;1708014441;55971
40001;1708014442;55972
40002;1708014443;55973
40004;1708014444;55974
40005;1708014445;55975
40005;1708014446;55976
40004;1708014447;55977
40005;1708014448;55978
40010;1708014449;55979
40005;1708014450;55980
40003;1708014451;55981
40000;1708014452;55982
40005;1708014453;55983
40004;1708014454;55984
40005;1708014455;55985
40007;1708014456;55986
40005;1708014457;55987
40004;1708014458;55988
40007;1708014459;55989
40001;1708014460;55990
40003;1708014461;55991
40004;1708014462;55992
40006;1708014463;55993
40004;1708014464;55994
40004;1708014465;55995
40003;1708014466;55996
40007;1708014467;55997
40004;1708014468;55998
40005;1708014469;55999
40005;1708014470;56000
40004;1708014471;56001
40003;1708014472;56002
40005;1708014473;56003
40001;1708014474;56004
40005;1708014475;56005
40003;1708014476;56006
40002;1708014477;56007
40004;1708014478;56008
40004;1708014479;56009
40005;1708014480;56010
40004;1708014481;56011
40004;1708014482;56012
40005;1708014483;56013
40006;1708014484;56014
40002;1708014485;56015
40002;1708014486;56016
40007;1708014487;56017
40003;1708014488;56018
40005;1708014489;56019
40003;1708014490;56020
40006;1708014491;56021
40007;1708014492;56022
2960;1708014493;56023
40004;1708014493;56023
40004;1708014494;56024
40007;1708014495;56025
40005;1708014496;56026
40002;1708014497;56027
40004;1708014498;56028
40008;1708014499;56029
40003;1708014500;56030
40006;1708014501;56031
40004;1708014502;56032
40005;1708014503;56033
40008;1708014504;56034
40004;1708014505;56035
40006;1708014506;56036
40000;1708014507;56037
40001;1708014508;56038
40001;1708014509;56039
40002;1708014510;56040
40007;1708014511;56041
40002;1708014512;56042
40002;1708014513;56043
40008;1708014514;56044
40007;1708014515;56045
40004;1708014516;56046
40007;1708014517;56047
40005;1708014518;56048
40003;1708014519;56049
40004;1708014520;56050
40002;1708014521;56051
40003;1708014522;56052
40003;1708014523;56053
40002;1708014524;56054
40005;1708014525;56055
40007;1708014526;56056
40002;1708014527;56057
40007;1708014528;56058
40006;1708014529;56059
40002;1708014530;56060
40005;1708014531;56061
40008;1708014532;56062
40006;1708014533;56063
40004;1708014534;56064
2580;1708014535;56065
40005;1708014535;56065
